2.883300781250000000e-01,2.143554687500000000e-01,1.805419921875000000e-01,3.166503906250000000e-01
1.899414062500000000e-01,2.220458984375000000e-01,4.150390625000000000e-01,1.729736328125000000e-01
2.724609375000000000e-01,2.224121093750000000e-01,2.683105468750000000e-01,2.368164062500000000e-01
2.834472656250000000e-01,7.989501953125000000e-02,5.463867187500000000e-01,9.057617187500000000e-02
1.301574707031250000e-02,4.570007324218750000e-03,9.560546875000000000e-01,2.629089355468750000e-02
7.400512695312500000e-03,3.387451171875000000e-03,9.692382812500000000e-01,2.011108398437500000e-02
2.015380859375000000e-01,6.149291992187500000e-02,3.886718750000000000e-01,3.483886718750000000e-01
2.513122558593750000e-02,3.228759765625000000e-02,9.287109375000000000e-01,1.388549804687500000e-02
2.136230468750000000e-02,2.716064453125000000e-03,9.667968750000000000e-01,9.185791015625000000e-03
1.977539062500000000e-01,2.138671875000000000e-01,1.564941406250000000e-01,4.318847656250000000e-01
3.652343750000000000e-01,1.113891601562500000e-01,2.800292968750000000e-01,2.432861328125000000e-01
1.144409179687500000e-02,2.985000610351562500e-03,9.677734375000000000e-01,1.773071289062500000e-02
2.932739257812500000e-02,4.226684570312500000e-03,8.984375000000000000e-01,6.817626953125000000e-02
1.028442382812500000e-01,1.183471679687500000e-01,5.644531250000000000e-01,2.142333984375000000e-01
6.987304687500000000e-01,3.704833984375000000e-02,5.737304687500000000e-02,2.066650390625000000e-01
5.004882812500000000e-02,1.226806640625000000e-02,8.735351562500000000e-01,6.427001953125000000e-02
1.873779296875000000e-01,2.406005859375000000e-01,3.237304687500000000e-01,2.482910156250000000e-01
3.302001953125000000e-02,1.686096191406250000e-02,9.204101562500000000e-01,2.958679199218750000e-02
2.075195312500000000e-01,1.403808593750000000e-01,3.937988281250000000e-01,2.583007812500000000e-01
5.178833007812500000e-02,1.734924316406250000e-02,9.521484375000000000e-02,8.354492187500000000e-01
2.766113281250000000e-01,1.207885742187500000e-01,3.388671875000000000e-01,2.639160156250000000e-01
2.441406250000000000e-01,8.703613281250000000e-02,3.552246093750000000e-01,3.134765625000000000e-01
1.289367675781250000e-02,3.932952880859375000e-03,9.775390625000000000e-01,5.722045898437500000e-03
1.971435546875000000e-01,1.488037109375000000e-01,4.443359375000000000e-01,2.098388671875000000e-01
7.456054687500000000e-01,1.143798828125000000e-01,6.829833984375000000e-02,7.159423828125000000e-02
4.072265625000000000e-01,9.375000000000000000e-02,7.891845703125000000e-02,4.201660156250000000e-01
1.351165771484375000e-02,1.393890380859375000e-02,9.038085937500000000e-01,6.860351562500000000e-02
2.059936523437500000e-02,5.718231201171875000e-03,9.619140625000000000e-01,1.173400878906250000e-02
1.909179687500000000e-01,7.476806640625000000e-02,2.232666015625000000e-01,5.112304687500000000e-01
2.349853515625000000e-02,1.565551757812500000e-02,8.959960937500000000e-01,6.488037109375000000e-02
2.810668945312500000e-02,3.234863281250000000e-02,9.216308593750000000e-02,8.471679687500000000e-01
4.409179687500000000e-01,1.080322265625000000e-01,1.431884765625000000e-01,3.078613281250000000e-01
4.653320312500000000e-01,1.353759765625000000e-01,2.198486328125000000e-01,1.794433593750000000e-01
1.876220703125000000e-01,6.094360351562500000e-02,1.998291015625000000e-01,5.517578125000000000e-01
8.276367187500000000e-01,2.423095703125000000e-02,1.692199707031250000e-02,1.309814453125000000e-01
3.764648437500000000e-01,1.130371093750000000e-01,1.568603515625000000e-01,3.535156250000000000e-01
6.567382812500000000e-01,1.712646484375000000e-01,1.292724609375000000e-01,4.263305664062500000e-02
4.156494140625000000e-02,1.077880859375000000e-01,8.090820312500000000e-01,4.156494140625000000e-02
1.993408203125000000e-01,2.088623046875000000e-01,9.863281250000000000e-02,4.931640625000000000e-01
2.249145507812500000e-02,1.222991943359375000e-02,9.272460937500000000e-01,3.826904296875000000e-02
2.551269531250000000e-01,5.349731445312500000e-02,4.477539062500000000e-01,2.435302734375000000e-01
3.806152343750000000e-01,4.992675781250000000e-02,1.826171875000000000e-01,3.867187500000000000e-01
5.375976562500000000e-01,1.075439453125000000e-01,1.829833984375000000e-01,1.718750000000000000e-01
6.469726562500000000e-02,1.678466796875000000e-01,6.240234375000000000e-01,1.435546875000000000e-01
4.084472656250000000e-01,1.456298828125000000e-01,3.547363281250000000e-01,9.112548828125000000e-02
4.924316406250000000e-01,1.524658203125000000e-01,2.185058593750000000e-01,1.367187500000000000e-01
8.099365234375000000e-02,1.322174072265625000e-02,2.380371093750000000e-01,6.674804687500000000e-01
1.545410156250000000e-01,3.848266601562500000e-02,5.478515625000000000e-01,2.587890625000000000e-01
1.517333984375000000e-01,8.198242187500000000e-01,1.898193359375000000e-02,9.399414062500000000e-03
