age_numeric,category,ci_lower,ci_upper,mean
9,couch,-2.5055925193110973,-0.9626405069201595,-1.7422369299780525
9,cow,-3.5120528548128287,-2.9239697569870864,-3.205521509435478
9,cup,-3.1089332140120476,-1.6717730383743306,-2.399066267354079
9,dog,-4.056037489701352,-3.276977070671833,-3.630011677755256
9,elephant,-2.857382196612274,-2.4707284981269133,-2.6661774536879825
9,face,-1.860689391717541,-0.7772460424914849,-1.2961629221614794
9,fish,-3.2635327282185362,-2.0548543804044033,-2.64097950015827
9,frog,-4.034021297823507,-2.620959317896525,-3.233722784860574
9,hand,-1.5225148271527686,0.3665113356603638,-0.6017775907395854
9,hat,-2.4759506069527704,-1.2647712756710834,-1.8609683012716645
9,horse,-2.8473974136649707,-2.1341955153522694,-2.47336162006751
9,house,-1.065310981354558,0.801214538091399,-0.1200468620308976
9,ice cream,-0.9785247538201339,0.6217890266978869,-0.18392614367699553
9,key,-2.656598946040314,-0.8926651649348152,-1.7376990173692863
9,lamp,-1.9387290204657595,-0.37557847950723255,-1.1412269799332553
9,mushroom,-2.990606725464868,-1.3184578419422461,-2.2208982952601466
9,octopus,-2.0000443922292823,-0.9466100951432327,-1.4663445273368623
9,person,-2.8743832196841463,-1.4480314281215825,-2.129397008281275
9,phone,-0.7447729946230427,0.3283736822349378,-0.20321948690497255
9,piano,-1.7159745457121436,0.12102410192530055,-0.8242482079671837
9,rabbit,-2.7461086495699827,-1.5361863122924453,-2.150336625769136
9,scissors,-1.8225745930422337,-0.7682365592609774,-1.2973802614446714
9,sheep,-3.530655793176748,-2.280954417693465,-2.8588237953645317
9,snail,-1.6949383579072477,-0.2462250748941537,-0.9522271057351531
9,spider,-2.53854815459565,-1.8210170490994744,-2.148852725879355
9,tiger,-2.842954359882159,-2.264725146027803,-2.556320238660386
9,train,-2.7650904368229368,-1.0967851220600424,-1.8715881432125565
9,tree,-1.7740897264950266,-0.8547009035900868,-1.3387193493592051
9,TV,-1.6346274636869151,-0.2685710291217058,-0.9861070737166256
9,watch,-2.911232400439528,-1.3054028693050619,-2.095077976704909
9,whale,-3.351577938785639,-1.7664883056981704,-2.4876739110975503
10,airplane,-2.831220787253097,-1.9539882648497602,-2.3775715326817197
10,apple,-1.2650869704095058,0.2907138053172423,-0.4486734126563881
10,bear,-3.05974468079336,-2.321026220992417,-2.68931077633153
10,bed,-2.131248163090565,-1.1933637781544573,-1.6815826098409712
10,bee,-2.3745012560179273,-1.6192705025721723,-1.9918893291313728
10,bike,-1.3245476284675626,-0.06964106683137766,-0.6926067966667823
10,bird,-4.008349749726483,-3.3136976730835124,-3.6473417569287006
10,boat,-1.5553845750088457,-0.20373718837388186,-0.8901821567295707
10,book,-1.4398809283745835,-0.23193472161596684,-0.8580495090582999
10,bottle,-1.030146828340615,0.14365712437916717,-0.4174295139676852
10,bowl,-1.5593861027716032,-0.4828608830274082,-1.0001961401236665
10,cactus,-2.5379823562134622,-1.690551026348631,-2.0853258350632493
10,camel,-2.307533157152132,-1.5118805232283405,-1.8987595716416539
10,car,-2.0545809941850406,-0.7782969481907301,-1.3617477489688905
10,cat,-3.507974318025305,-2.9708584389024204,-3.235956849440307
10,chair,-1.2933182267501195,-0.12000021839699895,-0.67979063162262
10,clock,0.1688779624569223,2.1940001561387725,1.1989551866721884
10,couch,-2.018091817942957,-0.8522408641109127,-1.4301074889678305
10,cow,-3.230420314669911,-2.7728625971759224,-2.9965744709718356
10,cup,-2.7786747630720123,-1.8688421392216559,-2.3052036088241943
10,dog,-3.6479175560754307,-3.23712797542047,-3.4264215340102484
10,elephant,-2.6938809157514427,-2.248269019181888,-2.4735069343901315
10,face,-1.7987196269438803,-0.7971014322597255,-1.2836023537533487
