age_numeric,category,ci_lower,ci_upper,mean
10,fish,-2.6983293862962805,-1.5717172517332214,-2.1337066372216316
10,frog,-3.21279134342181,-2.454386224993081,-2.822205457454494
10,hand,-1.4646151808906387,0.2557691829434529,-0.5946088262553255
10,hat,-2.2495523801103956,-1.0770264270082688,-1.6509512338209937
10,horse,-2.9985756795198197,-2.2517803789823163,-2.6259201226593207
10,house,-0.4763855072077222,0.9436094796643508,0.23374266549058795
10,ice cream,-0.716749662348438,1.555871338030431,0.42898563613623286
10,key,-2.163340119993768,-1.3034337715839652,-1.729897460714517
10,lamp,-1.3977757113062903,0.21438139829076985,-0.6408961680575748
10,mushroom,-2.3691784853324767,-0.8535535922049668,-1.6431238551114353
10,octopus,-1.928406180438656,-0.8081597413690016,-1.374193669763498
10,person,-2.8489667113496737,-1.8602530281612017,-2.3542002704549336
10,phone,-1.753092486228828,-0.0739246116637121,-0.9134979301047682
10,piano,-1.483084388251955,0.4919045706999414,-0.4451791996977918
10,rabbit,-3.12402783505393,-2.246933343559359,-2.6752263809821333
10,scissors,-2.0175600887682417,-1.023527732371643,-1.485044766461671
10,sheep,-2.031370350454694,-1.2251867596624053,-1.6358262975093252
10,snail,-1.5306479462934006,-0.2611595064813587,-0.8810015832979161
10,spider,-2.4019478439843716,-1.0171222303641396,-1.7366013319017153
10,tiger,-3.1887006501196615,-2.5168124636442677,-2.837788151301152
10,train,-2.1491488838419452,-1.0227821475514816,-1.5776572645453564
10,tree,-1.8289268514984143,-1.1017043414054841,-1.4577278048147813
10,TV,-1.3847876413325364,-0.39673328382496664,-0.8874941846666102
10,watch,-2.6794542808099786,-1.4315492038469828,-2.0685959079151317
10,whale,-2.6638011442024503,-1.911762694075111,-2.283495092819751
