sketch_path,filename,category,age_numeric,gameType,count_parts,count_unint,count_strokes,model_correct,kid_correct,log_odds,count_parts_bin
airplane_sketch_age4_cdm_run_v31528052168660,airplane_sketch_age4_cdm_run_v31528052168660.png,airplane,4,vehicles,5,1,10,1,0.9375,-0.32692641814578816,1
airplane_sketch_age4_cdm_run_v31528135799225,airplane_sketch_age4_cdm_run_v31528135799225.png,airplane,4,vehicles,3,0,5,1,0.7692307692307693,0.031243316196444895,1
airplane_sketch_age4_cdm_run_v31528316999098,airplane_sketch_age4_cdm_run_v31528316999098.png,airplane,4,vehicles,1,1,2,1,0.2727272727272727,-0.4604138709281209,1
airplane_sketch_age4_cdm_run_v31528324990435,airplane_sketch_age4_cdm_run_v31528324990435.png,airplane,4,vehicles,5,1,26,0,0.3125,-1.4071411750996954,1
airplane_sketch_age4_cdm_run_v31528580999095,airplane_sketch_age4_cdm_run_v31528580999095.png,airplane,4,vehicles,4,1,9,1,1,-0.6608724067276381,1
airplane_sketch_age4_cdm_run_v31528845599021,airplane_sketch_age4_cdm_run_v31528845599021.png,airplane,4,vehicles,4,0,10,1,0.7142857142857143,-0.24114093574426,1
airplane_sketch_age4_cdm_run_v31528912799246,airplane_sketch_age4_cdm_run_v31528912799246.png,airplane,4,vehicles,4,0,7,1,0.8461538461538461,-0.317191485663945,1
airplane_sketch_age4_cdm_run_v31528921199246,airplane_sketch_age4_cdm_run_v31528921199246.png,airplane,4,vehicles,1,0,4,1,0.75,-0.2771618285691326,1
airplane_sketch_age4_cdm_run_v31529092199275,airplane_sketch_age4_cdm_run_v31529092199275.png,airplane,4,vehicles,3,1,7,0,0.75,-0.6969476415174487,1
airplane_sketch_age4_cdm_run_v31529263799251,airplane_sketch_age4_cdm_run_v31529263799251.png,airplane,4,vehicles,5,0,6,1,0.8,-0.3183034572951922,1
airplane_sketch_age4_cdm_run_v31530309361085,airplane_sketch_age4_cdm_run_v31530309361085.png,airplane,4,vehicles,3,0,5,0,0.5,-1.1052683406584047,1
airplane_sketch_age4_cdm_run_v31530401539082,airplane_sketch_age4_cdm_run_v31530401539082.png,airplane,4,vehicles,3,1,7,1,0.7272727272727273,-0.15908202186373546,1
airplane_sketch_age4_cdm_run_v31530478539938,airplane_sketch_age4_cdm_run_v31530478539938.png,airplane,4,vehicles,3,0,5,1,1,-0.3953811425361177,1
airplane_sketch_age4_cdm_run_v31530480400108,airplane_sketch_age4_cdm_run_v31530480400108.png,airplane,4,vehicles,3,0,5,1,0.8333333333333334,-0.7966902215369546,1
airplane_sketch_age4_cdm_run_v31530482097386,airplane_sketch_age4_cdm_run_v31530482097386.png,airplane,4,vehicles,3,0,5,1,0.7692307692307693,0.09293018736229146,1
airplane_sketch_age4_cdm_run_v31530744309602,airplane_sketch_age4_cdm_run_v31530744309602.png,airplane,4,vehicles,0,1,9,0,0.6,-0.760618731564579,1
airplane_sketch_age4_cdm_run_v31531340810170,airplane_sketch_age4_cdm_run_v31531340810170.png,airplane,4,vehicles,3,0,6,1,0.8,-0.4604996454489152,1
airplane_sketch_age4_cdm_run_v31531506470981,airplane_sketch_age4_cdm_run_v31531506470981.png,airplane,4,vehicles,0,1,1,0,0.09090909090909091,-1.7546706040119948,1
airplane_sketch_age4_cdm_run_v31531506812090,airplane_sketch_age4_cdm_run_v31531506812090.png,airplane,4,vehicles,4,1,9,0,0.8,-1.042195085974133,1
airplane_sketch_age4_cdm_run_v31531609488118,airplane_sketch_age4_cdm_run_v31531609488118.png,airplane,4,vehicles,0,1,4,1,0.25,-0.4806621839339018,1
airplane_sketch_age4_cdm_run_v31532042124941,airplane_sketch_age4_cdm_run_v31532042124941.png,airplane,4,vehicles,0,1,4,1,0,-0.8525168785537727,1
airplane_sketch_age4_cdm_run_v31532042260290,airplane_sketch_age4_cdm_run_v31532042260290.png,airplane,4,vehicles,2,0,5,1,0.9230769230769231,-0.6343897767026934,1
airplane_sketch_age5_cdm_run_v31527979799077,airplane_sketch_age5_cdm_run_v31527979799077.png,airplane,5,vehicles,4,0,5,0,0.7,-0.5593715423924452,1
airplane_sketch_age5_cdm_run_v31527981599050,airplane_sketch_age5_cdm_run_v31527981599050.png,airplane,5,vehicles,1,1,2,1,0.75,-0.6377429634638054,1
airplane_sketch_age5_cdm_run_v31527982528073,airplane_sketch_age5_cdm_run_v31527982528073.png,airplane,5,vehicles,3,0,7,0,0.5555555555555556,-1.1253993912641307,1
airplane_sketch_age5_cdm_run_v31528136881460,airplane_sketch_age5_cdm_run_v31528136881460.png,airplane,5,vehicles,3,1,12,0,0.6,-0.8551139701532611,1
airplane_sketch_age5_cdm_run_v31528224184593,airplane_sketch_age5_cdm_run_v31528224184593.png,airplane,5,vehicles,3,0,6,1,0.9,-0.2427760187747708,1
airplane_sketch_age5_cdm_run_v31528233345287,airplane_sketch_age5_cdm_run_v31528233345287.png,airplane,5,vehicles,4,0,5,0,0.625,-0.8606324585368138,1
airplane_sketch_age5_cdm_run_v31528916699725,airplane_sketch_age5_cdm_run_v31528916699725.png,airplane,5,vehicles,1,1,3,1,0,-0.6088340428213078,1
airplane_sketch_age5_cdm_run_v31529447248959,airplane_sketch_age5_cdm_run_v31529447248959.png,airplane,5,vehicles,2,1,4,0,0.6363636363636364,-1.2426650666608505,1
airplane_sketch_age5_cdm_run_v31530389142347,airplane_sketch_age5_cdm_run_v31530389142347.png,airplane,5,vehicles,3,0,6,0,0.7,-1.82620621118815,1
airplane_sketch_age5_cdm_run_v31530647850978,airplane_sketch_age5_cdm_run_v31530647850978.png,airplane,5,vehicles,4,0,8,1,0.7777777777777778,-0.4221301084692971,1
airplane_sketch_age5_cdm_run_v31530719999633,airplane_sketch_age5_cdm_run_v31530719999633.png,airplane,5,vehicles,4,0,6,1,0.75,-0.2695468611739667,1
airplane_sketch_age5_cdm_run_v31530732171052,airplane_sketch_age5_cdm_run_v31530732171052.png,airplane,5,vehicles,0,1,3,0,0.5454545454545454,-1.1062104664847043,1
airplane_sketch_age5_cdm_run_v31531341840525,airplane_sketch_age5_cdm_run_v31531341840525.png,airplane,5,vehicles,4,0,7,1,0.9,-0.7975885540665872,1
airplane_sketch_age5_cdm_run_v31531432311575,airplane_sketch_age5_cdm_run_v31531432311575.png,airplane,5,vehicles,0,1,5,1,0,-0.7123541149412783,1
airplane_sketch_age5_cdm_run_v31531608572760,airplane_sketch_age5_cdm_run_v31531608572760.png,airplane,5,vehicles,2,0,8,1,0.6875,-0.6095331885020991,1
airplane_sketch_age5_cdm_run_v31531774669708,airplane_sketch_age5_cdm_run_v31531774669708.png,airplane,5,vehicles,3,0,4,0,0.625,-0.9566265057043227,1
airplane_sketch_age5_cdm_run_v31531943456950,airplane_sketch_age5_cdm_run_v31531943456950.png,airplane,5,vehicles,3,1,5,0,0.6428571428571429,-0.9820897818992305,1
airplane_sketch_age5_cdm_run_v31531944151133,airplane_sketch_age5_cdm_run_v31531944151133.png,airplane,5,vehicles,2,1,4,1,0.6153846153846154,-0.05140614487322981,1
airplane_sketch_age5_cdm_run_v31531947226771,airplane_sketch_age5_cdm_run_v31531947226771.png,airplane,5,vehicles,6,1,15,0,1,-1.045787794084891,1
airplane_sketch_age5_cdm_run_v31531951940895,airplane_sketch_age5_cdm_run_v31531951940895.png,airplane,5,vehicles,3,0,7,1,1,-0.440302377268644,1
airplane_sketch_age5_cdm_run_v31532126921035,airplane_sketch_age5_cdm_run_v31532126921035.png,airplane,5,vehicles,2,0,4,0,0.7272727272727273,-0.6590486825552656,1
airplane_sketch_age5_cdm_run_v31532128649317,airplane_sketch_age5_cdm_run_v31532128649317.png,airplane,5,vehicles,5,0,6,1,0.8947368421052632,-0.3242262256998305,1
airplane_sketch_age6_cdm_run_v31527977844711,airplane_sketch_age6_cdm_run_v31527977844711.png,airplane,6,vehicles,0,1,1,0,0.1111111111111111,-2.117173269016173,1
airplane_sketch_age6_cdm_run_v31528062667359,airplane_sketch_age6_cdm_run_v31528062667359.png,airplane,6,vehicles,4,0,4,1,1,-0.5466545667391988,1
airplane_sketch_age6_cdm_run_v31528229399210,airplane_sketch_age6_cdm_run_v31528229399210.png,airplane,6,vehicles,2,0,8,1,0.7857142857142857,-0.6589903371890512,1
airplane_sketch_age6_cdm_run_v31528320073908,airplane_sketch_age6_cdm_run_v31528320073908.png,airplane,6,vehicles,3,0,6,1,0.7692307692307693,-0.0818411116265897,1
airplane_sketch_age6_cdm_run_v31528399199252,airplane_sketch_age6_cdm_run_v31528399199252.png,airplane,6,vehicles,1,1,4,0,0,-2.0347238439340196,1
airplane_sketch_age6_cdm_run_v31528401599159,airplane_sketch_age6_cdm_run_v31528401599159.png,airplane,6,vehicles,4,0,14,1,0.6923076923076923,-0.4376284303769866,1
airplane_sketch_age6_cdm_run_v31528405799163,airplane_sketch_age6_cdm_run_v31528405799163.png,airplane,6,vehicles,5,0,15,1,0.9166666666666666,0.22084561739248912,1
airplane_sketch_age6_cdm_run_v31528481999222,airplane_sketch_age6_cdm_run_v31528481999222.png,airplane,6,vehicles,3,0,4,1,0.8461538461538461,-0.25696014708585513,1
airplane_sketch_age6_cdm_run_v31528487399213,airplane_sketch_age6_cdm_run_v31528487399213.png,airplane,6,vehicles,3,0,4,1,0.9230769230769231,0.03489499409245679,1
airplane_sketch_age6_cdm_run_v31528583252900,airplane_sketch_age6_cdm_run_v31528583252900.png,airplane,6,vehicles,4,0,4,1,0.8333333333333334,0.07387487675530169,1
airplane_sketch_age6_cdm_run_v31528920077067,airplane_sketch_age6_cdm_run_v31528920077067.png,airplane,6,vehicles,4,0,8,1,0.8571428571428571,-0.4747506582206655,1
airplane_sketch_age6_cdm_run_v31529182048446,airplane_sketch_age6_cdm_run_v31529182048446.png,airplane,6,vehicles,3,1,6,1,0.1111111111111111,-0.3835682217487852,1
airplane_sketch_age6_cdm_run_v31530654982647,airplane_sketch_age6_cdm_run_v31530654982647.png,airplane,6,vehicles,4,0,7,1,0.75,-0.30716784926623286,1
airplane_sketch_age6_cdm_run_v31530816296800,airplane_sketch_age6_cdm_run_v31530816296800.png,airplane,6,vehicles,5,0,8,1,1,-0.08438815169962148,1
airplane_sketch_age6_cdm_run_v31531341196691,airplane_sketch_age6_cdm_run_v31531341196691.png,airplane,6,vehicles,0,1,4,0,0.23076923076923078,-1.3732562831934132,1
airplane_sketch_age6_cdm_run_v31531433304716,airplane_sketch_age6_cdm_run_v31531433304716.png,airplane,6,vehicles,2,0,3,1,1,-0.2976972168500143,1
airplane_sketch_age6_cdm_run_v31531606164975,airplane_sketch_age6_cdm_run_v31531606164975.png,airplane,6,vehicles,2,0,3,1,0.5714285714285714,-0.22791837948747817,1
airplane_sketch_age6_cdm_run_v31531691181338,airplane_sketch_age6_cdm_run_v31531691181338.png,airplane,6,vehicles,0,1,4,0,0,-1.687162054964317,1
airplane_sketch_age6_cdm_run_v31531853489687,airplane_sketch_age6_cdm_run_v31531853489687.png,airplane,6,vehicles,4,0,9,1,0.8181818181818182,-0.364752875002708,1
airplane_sketch_age6_cdm_run_v31532043949200,airplane_sketch_age6_cdm_run_v31532043949200.png,airplane,6,vehicles,1,0,4,0,1,-1.353956701268916,1
airplane_sketch_age6_cdm_run_v31532113255816,airplane_sketch_age6_cdm_run_v31532113255816.png,airplane,6,vehicles,5,0,8,0,0.8,-0.9303962127870363,1
airplane_sketch_age6_cdm_run_v31532197883703,airplane_sketch_age6_cdm_run_v31532197883703.png,airplane,6,vehicles,1,0,1,0,0.5,-0.6578242402076175,1
airplane_sketch_age7_cdm_run_v31528057829952,airplane_sketch_age7_cdm_run_v31528057829952.png,airplane,7,vehicles,4,1,8,1,0.8,-0.2381782450905388,1
airplane_sketch_age7_cdm_run_v31528064999186,airplane_sketch_age7_cdm_run_v31528064999186.png,airplane,7,vehicles,3,1,6,1,0.8333333333333334,-0.20508786415806118,1
airplane_sketch_age7_cdm_run_v31528394999246,airplane_sketch_age7_cdm_run_v31528394999246.png,airplane,7,vehicles,2,0,3,1,1,-0.26900574942698097,1
airplane_sketch_age7_cdm_run_v31528838399095,airplane_sketch_age7_cdm_run_v31528838399095.png,airplane,7,vehicles,1,0,1,1,1,-0.6861109361261309,1
airplane_sketch_age7_cdm_run_v31528919459689,airplane_sketch_age7_cdm_run_v31528919459689.png,airplane,7,vehicles,5,0,7,1,1,-0.012470323522679882,1
airplane_sketch_age7_cdm_run_v31529088599359,airplane_sketch_age7_cdm_run_v31529088599359.png,airplane,7,vehicles,4,0,6,1,0.8333333333333334,-0.15962302183506685,1
airplane_sketch_age7_cdm_run_v31529187059841,airplane_sketch_age7_cdm_run_v31529187059841.png,airplane,7,vehicles,2,0,2,0,0.25,-0.999089058593375,1
airplane_sketch_age7_cdm_run_v31529438726305,airplane_sketch_age7_cdm_run_v31529438726305.png,airplane,7,vehicles,4,1,8,1,1,0.2573419152496313,1
airplane_sketch_age7_cdm_run_v31530394444658,airplane_sketch_age7_cdm_run_v31530394444658.png,airplane,7,vehicles,8,0,15,0,0.9166666666666666,-0.7967629588684778,1
airplane_sketch_age7_cdm_run_v31530558706822,airplane_sketch_age7_cdm_run_v31530558706822.png,airplane,7,vehicles,4,1,10,1,0.7272727272727273,-0.09407765887518077,1
airplane_sketch_age7_cdm_run_v31530644143472,airplane_sketch_age7_cdm_run_v31530644143472.png,airplane,7,vehicles,4,0,7,0,0.8181818181818182,-0.6918513710958609,1
airplane_sketch_age7_cdm_run_v31530737301771,airplane_sketch_age7_cdm_run_v31530737301771.png,airplane,7,vehicles,4,0,11,0,0.9166666666666666,-0.5326238742631247,1
airplane_sketch_age7_cdm_run_v31530743542038,airplane_sketch_age7_cdm_run_v31530743542038.png,airplane,7,vehicles,0,1,13,1,0.09090909090909091,-0.7113068040506535,1
airplane_sketch_age7_cdm_run_v31530817208588,airplane_sketch_age7_cdm_run_v31530817208588.png,airplane,7,vehicles,3,0,8,1,0.9090909090909091,-0.43468462410437514,1
airplane_sketch_age7_cdm_run_v31531338246387,airplane_sketch_age7_cdm_run_v31531338246387.png,airplane,7,vehicles,3,0,5,1,0.7692307692307693,-0.35260612224748283,1
airplane_sketch_age7_cdm_run_v31531506560996,airplane_sketch_age7_cdm_run_v31531506560996.png,airplane,7,vehicles,3,0,7,1,0.375,-0.4581226790383336,1
airplane_sketch_age7_cdm_run_v31531606463069,airplane_sketch_age7_cdm_run_v31531606463069.png,airplane,7,vehicles,4,0,9,0,0.7777777777777778,-1.4036634320749428,1
airplane_sketch_age7_cdm_run_v31531693076482,airplane_sketch_age7_cdm_run_v31531693076482.png,airplane,7,vehicles,3,0,5,1,0.6,-0.0017705060183976387,1
airplane_sketch_age7_cdm_run_v31531954185970,airplane_sketch_age7_cdm_run_v31531954185970.png,airplane,7,vehicles,2,1,3,0,0.5384615384615384,-1.523607175403738,1
airplane_sketch_age7_cdm_run_v31532115662128,airplane_sketch_age7_cdm_run_v31532115662128.png,airplane,7,vehicles,3,1,6,0,0.2222222222222222,-1.0140124998888274,1
airplane_sketch_age7_cdm_run_v31532123073667,airplane_sketch_age7_cdm_run_v31532123073667.png,airplane,7,vehicles,4,0,6,1,0.8888888888888888,-0.21369987619856112,1
airplane_sketch_age8_cdm_run_v31528065690229,airplane_sketch_age8_cdm_run_v31528065690229.png,airplane,8,vehicles,4,1,9,1,1,-0.3591225586126194,1
airplane_sketch_age8_cdm_run_v31528324269381,airplane_sketch_age8_cdm_run_v31528324269381.png,airplane,8,vehicles,0,1,5,0,0,-0.8292056671845376,1
airplane_sketch_age8_cdm_run_v31528395207991,airplane_sketch_age8_cdm_run_v31528395207991.png,airplane,8,vehicles,1,0,1,1,0.9375,-0.18550199716769047,1
airplane_sketch_age8_cdm_run_v31528395460868,airplane_sketch_age8_cdm_run_v31528395460868.png,airplane,8,vehicles,0,1,2,0,0.6363636363636364,-0.45223223721922295,1
airplane_sketch_age8_cdm_run_v31528406399205,airplane_sketch_age8_cdm_run_v31528406399205.png,airplane,8,vehicles,5,1,10,0,0.8,-1.1542663634678458,1
airplane_sketch_age8_cdm_run_v31528492338463,airplane_sketch_age8_cdm_run_v31528492338463.png,airplane,8,vehicles,4,0,5,1,0.6666666666666666,-0.2713263895621283,1
airplane_sketch_age8_cdm_run_v31528493095544,airplane_sketch_age8_cdm_run_v31528493095544.png,airplane,8,vehicles,5,0,13,0,0.2,-1.2622360406899764,1
airplane_sketch_age8_cdm_run_v31528578599110,airplane_sketch_age8_cdm_run_v31528578599110.png,airplane,8,vehicles,4,0,9,1,0.9090909090909091,-0.016091088054138447,1
airplane_sketch_age8_cdm_run_v31528583580541,airplane_sketch_age8_cdm_run_v31528583580541.png,airplane,8,vehicles,3,0,8,0,0.6153846153846154,-0.6632015654151061,1
airplane_sketch_age8_cdm_run_v31528658399219,airplane_sketch_age8_cdm_run_v31528658399219.png,airplane,8,vehicles,5,0,6,0,0.9,-1.1757185881827776,1
airplane_sketch_age8_cdm_run_v31528744085232,airplane_sketch_age8_cdm_run_v31528744085232.png,airplane,8,vehicles,4,0,8,1,0.75,-0.03730100667309684,1
airplane_sketch_age8_cdm_run_v31529176355431,airplane_sketch_age8_cdm_run_v31529176355431.png,airplane,8,vehicles,3,0,8,1,0.8125,-0.4401152126679156,1
airplane_sketch_age8_cdm_run_v31529262599391,airplane_sketch_age8_cdm_run_v31529262599391.png,airplane,8,vehicles,0,1,1,0,0.18181818181818182,-1.5267615307956521,1
airplane_sketch_age8_cdm_run_v31529269799195,airplane_sketch_age8_cdm_run_v31529269799195.png,airplane,8,vehicles,2,1,4,0,0.5714285714285714,-0.5088394907807927,1
airplane_sketch_age8_cdm_run_v31529359799192,airplane_sketch_age8_cdm_run_v31529359799192.png,airplane,8,vehicles,3,1,9,1,0.5833333333333334,-0.7631981411369471,1
airplane_sketch_age8_cdm_run_v31529360218856,airplane_sketch_age8_cdm_run_v31529360218856.png,airplane,8,vehicles,3,1,12,0,0.45454545454545453,-1.0900483564098629,1
airplane_sketch_age8_cdm_run_v31530643882583,airplane_sketch_age8_cdm_run_v31530643882583.png,airplane,8,vehicles,4,0,11,1,0.75,-0.21805495474686998,1
airplane_sketch_age8_cdm_run_v31530650564568,airplane_sketch_age8_cdm_run_v31530650564568.png,airplane,8,vehicles,1,0,3,1,0.625,-0.3906448200780085,1
airplane_sketch_age8_cdm_run_v31532037422524,airplane_sketch_age8_cdm_run_v31532037422524.png,airplane,8,vehicles,2,0,8,0,0.8181818181818182,-1.1844562944788508,1
airplane_sketch_age8_cdm_run_v31532043793468,airplane_sketch_age8_cdm_run_v31532043793468.png,airplane,8,vehicles,3,0,6,0,0.8571428571428571,-0.8547866366213718,1
airplane_sketch_age8_cdm_run_v31532111494633,airplane_sketch_age8_cdm_run_v31532111494633.png,airplane,8,vehicles,3,0,7,1,1,-0.25331119488689197,1
bear_sketch_age4_cdm_run_v41536436515000,bear_sketch_age4_cdm_run_v41536436515000.png,bear,4,big_animals,2,0,3,0,0.1111111111111111,-1.1138873293323133,1
bear_sketch_age4_cdm_run_v41536957678876,bear_sketch_age4_cdm_run_v41536957678876.png,bear,4,big_animals,6,0,10,1,0.16666666666666666,-0.8459368200511416,1
bear_sketch_age4_cdm_run_v41541366640055,bear_sketch_age4_cdm_run_v41541366640055.png,bear,4,big_animals,0,1,7,0,0.18181818181818182,-0.7255421021195807,1
bear_sketch_age4_cdm_run_v41541377708430,bear_sketch_age4_cdm_run_v41541377708430.png,bear,4,big_animals,6,0,8,0,0.2,-0.7943012264754326,1
bear_sketch_age4_cdm_run_v41541534066681,bear_sketch_age4_cdm_run_v41541534066681.png,bear,4,big_animals,4,0,8,0,0.3333333333333333,-1.426229525804188,1
bear_sketch_age4_cdm_run_v41541977171207,bear_sketch_age4_cdm_run_v41541977171207.png,bear,4,big_animals,8,1,24,1,0.7142857142857143,-0.7796650189003098,1
bear_sketch_age4_cdm_run_v41541977879701,bear_sketch_age4_cdm_run_v41541977879701.png,bear,4,big_animals,5,0,8,1,0.23076923076923078,-0.45172302348478754,1
bear_sketch_age4_cdm_run_v41542065916564,bear_sketch_age4_cdm_run_v41542065916564.png,bear,4,big_animals,2,1,5,1,0.42857142857142855,-0.4023879218309203,1
bear_sketch_age4_cdm_run_v41543098642212,bear_sketch_age4_cdm_run_v41543098642212.png,bear,4,big_animals,4,0,6,1,0.25,-0.4447453151351879,1
bear_sketch_age4_cdm_run_v41543188476453,bear_sketch_age4_cdm_run_v41543188476453.png,bear,4,big_animals,7,1,13,1,0,-0.3619076904142873,1
bear_sketch_age4_cdm_run_v41543435172271,bear_sketch_age4_cdm_run_v41543435172271.png,bear,4,big_animals,1,1,2,0,0.2,-1.8737782745140503,1
bear_sketch_age4_cdm_run_v41545951302905,bear_sketch_age4_cdm_run_v41545951302905.png,bear,4,big_animals,4,1,8,1,0.18181818181818182,-0.5037819712104253,1
bear_sketch_age4_cdm_run_v41545956201538,bear_sketch_age4_cdm_run_v41545956201538.png,bear,4,big_animals,6,0,10,0,0.4444444444444444,-1.167619291183762,1
bear_sketch_age4_cdm_run_v41546034282139,bear_sketch_age4_cdm_run_v41546034282139.png,bear,4,big_animals,6,1,10,0,0.2727272727272727,-2.3907370243664556,1
bear_sketch_age4_cdm_run_v41546042047480,bear_sketch_age4_cdm_run_v41546042047480.png,bear,4,big_animals,3,0,4,1,0.08333333333333333,-0.3839306531314504,1
bear_sketch_age4_cdm_run_v41546204857329,bear_sketch_age4_cdm_run_v41546204857329.png,bear,4,big_animals,0,1,3,0,0.1,-1.2625245297529692,1
bear_sketch_age4_cdm_run_v41546207870431,bear_sketch_age4_cdm_run_v41546207870431.png,bear,4,big_animals,7,1,11,0,0.5714285714285714,-0.9911193242358133,1
bear_sketch_age4_cdm_run_v41547328840121,bear_sketch_age4_cdm_run_v41547328840121.png,bear,4,big_animals,0,1,1,1,0,-0.2447919844323344,1
bear_sketch_age4_cdm_run_v41547584953408,bear_sketch_age4_cdm_run_v41547584953408.png,bear,4,big_animals,5,0,9,1,0.1,-0.9819216977310421,1
bear_sketch_age4_cdm_run_v41548030070755,bear_sketch_age4_cdm_run_v41548030070755.png,bear,4,big_animals,5,0,6,1,0.2,-0.510836125359471,1
bear_sketch_age4_cdm_run_v41548030465618,bear_sketch_age4_cdm_run_v41548030465618.png,bear,4,big_animals,3,1,10,0,0.15384615384615385,-1.4200607049600447,1
bear_sketch_age4_cdm_run_v41548110965174,bear_sketch_age4_cdm_run_v41548110965174.png,bear,4,big_animals,0,1,3,0,0.21428571428571427,-1.3475646361363398,1
bear_sketch_age4_cdm_run_v41548111205402,bear_sketch_age4_cdm_run_v41548111205402.png,bear,4,big_animals,4,0,5,0,0.375,-0.7840852156282129,1
bear_sketch_age4_cdm_run_v41548192899494,bear_sketch_age4_cdm_run_v41548192899494.png,bear,4,big_animals,0,1,1,0,0.15384615384615385,-1.3545167943273269,1
bear_sketch_age4_cdm_run_v41549740883837,bear_sketch_age4_cdm_run_v41549740883837.png,bear,4,big_animals,4,0,7,0,0.3333333333333333,-0.7063949229817343,1
bear_sketch_age4_cdm_run_v41550789330337,bear_sketch_age4_cdm_run_v41550789330337.png,bear,4,big_animals,0,1,4,0,0.10526315789473684,-1.2736026303806642,1
bear_sketch_age5_cdm_run_v41537053860221,bear_sketch_age5_cdm_run_v41537053860221.png,bear,5,big_animals,6,0,9,0,0.3,-1.408201982857608,1
bear_sketch_age5_cdm_run_v41539377501561,bear_sketch_age5_cdm_run_v41539377501561.png,bear,5,big_animals,5,0,6,1,0.125,-0.6411827600217221,1
bear_sketch_age5_cdm_run_v41539973702628,bear_sketch_age5_cdm_run_v41539973702628.png,bear,5,big_animals,7,0,10,1,0.8125,0.03780117407140956,1
bear_sketch_age5_cdm_run_v41540064328979,bear_sketch_age5_cdm_run_v41540064328979.png,bear,5,big_animals,5,0,9,1,0.23076923076923078,-0.23677706702781898,1
bear_sketch_age5_cdm_run_v41540068440653,bear_sketch_age5_cdm_run_v41540068440653.png,bear,5,big_animals,6,0,11,0,0.14285714285714285,-0.9969186053921949,1
bear_sketch_age5_cdm_run_v41541276060535,bear_sketch_age5_cdm_run_v41541276060535.png,bear,5,big_animals,3,1,7,0,0.3,-0.9472390967238041,1
bear_sketch_age5_cdm_run_v41541276548903,bear_sketch_age5_cdm_run_v41541276548903.png,bear,5,big_animals,6,0,10,1,0,-0.2066685138014289,1
bear_sketch_age5_cdm_run_v41541980099871,bear_sketch_age5_cdm_run_v41541980099871.png,bear,5,big_animals,3,1,6,1,0.45454545454545453,-0.3321489917517561,1
bear_sketch_age5_cdm_run_v41541981358856,bear_sketch_age5_cdm_run_v41541981358856.png,bear,5,big_animals,3,1,7,0,0.18181818181818182,-1.3145947995704397,1
bear_sketch_age5_cdm_run_v41542145004464,bear_sketch_age5_cdm_run_v41542145004464.png,bear,5,big_animals,4,0,7,0,0.5384615384615384,-0.5785522538624048,1
bear_sketch_age5_cdm_run_v41542576798517,bear_sketch_age5_cdm_run_v41542576798517.png,bear,5,big_animals,4,1,7,0,0.25,-1.1348995734267817,1
bear_sketch_age5_cdm_run_v41542586736754,bear_sketch_age5_cdm_run_v41542586736754.png,bear,5,big_animals,5,0,10,1,0.7142857142857143,-0.7083590902928072,1
bear_sketch_age5_cdm_run_v41542739201074,bear_sketch_age5_cdm_run_v41542739201074.png,bear,5,big_animals,0,1,5,1,0.16666666666666666,-0.20623754286912693,1
bear_sketch_age5_cdm_run_v41545522147826,bear_sketch_age5_cdm_run_v41545522147826.png,bear,5,big_animals,1,1,3,1,0,-0.25448529651664764,1
bear_sketch_age5_cdm_run_v41545611667620,bear_sketch_age5_cdm_run_v41545611667620.png,bear,5,big_animals,4,0,5,0,0.2,-1.018582318796847,1
bear_sketch_age5_cdm_run_v41546120372131,bear_sketch_age5_cdm_run_v41546120372131.png,bear,5,big_animals,5,0,9,0,0.36363636363636365,-1.2381120161457766,1
bear_sketch_age5_cdm_run_v41546211795905,bear_sketch_age5_cdm_run_v41546211795905.png,bear,5,big_animals,0,1,4,0,0,-0.8211292381954223,1
bear_sketch_age5_cdm_run_v41547334372547,bear_sketch_age5_cdm_run_v41547334372547.png,bear,5,big_animals,6,0,9,1,0.6363636363636364,-0.16606467986062692,1
bear_sketch_age5_cdm_run_v41547932346363,bear_sketch_age5_cdm_run_v41547932346363.png,bear,5,big_animals,7,0,11,1,0.16666666666666666,-0.6198921085110671,1
bear_sketch_age5_cdm_run_v41548013550268,bear_sketch_age5_cdm_run_v41548013550268.png,bear,5,big_animals,7,0,11,1,0.35294117647058826,-0.8277835037094858,1
bear_sketch_age5_cdm_run_v41548116740964,bear_sketch_age5_cdm_run_v41548116740964.png,bear,5,big_animals,4,0,7,0,0.25,-1.124165434588417,1
bear_sketch_age5_cdm_run_v41549151955779,bear_sketch_age5_cdm_run_v41549151955779.png,bear,5,big_animals,4,0,5,0,0.23076923076923078,-0.851084476031859,1
bear_sketch_age5_cdm_run_v41549750668354,bear_sketch_age5_cdm_run_v41549750668354.png,bear,5,big_animals,4,0,6,1,0.35714285714285715,-0.7969457692387731,1
bear_sketch_age5_cdm_run_v41549834343840,bear_sketch_age5_cdm_run_v41549834343840.png,bear,5,big_animals,3,1,10,1,0.07692307692307693,-0.383478844297711,1
bear_sketch_age5_cdm_run_v41550268221592,bear_sketch_age5_cdm_run_v41550268221592.png,bear,5,big_animals,4,0,13,1,0.6666666666666666,-0.2970082840001557,1
bear_sketch_age5_cdm_run_v41550615659029,bear_sketch_age5_cdm_run_v41550615659029.png,bear,5,big_animals,8,0,11,1,0.5,-0.2565120202254026,1
bear_sketch_age5_cdm_run_v41550616522548,bear_sketch_age5_cdm_run_v41550616522548.png,bear,5,big_animals,7,1,10,1,0.2857142857142857,-0.27128228057098314,1
