sketch_path,filename,category,age_numeric,gameType,count_parts,count_unint,count_strokes,model_correct,kid_correct,log_odds,count_parts_bin
bottle_sketch_age5_cdm_run_v51554075232222,bottle_sketch_age5_cdm_run_v51554075232222.png,bottle,5,objects,0,1,2,0,0.3684210526315789,-1.1432345739938556,1
bottle_sketch_age5_cdm_run_v51554578816600,bottle_sketch_age5_cdm_run_v51554578816600.png,bottle,5,objects,0,1,1,0,0.13636363636363635,-0.8875460612767746,1
bottle_sketch_age5_cdm_run_v51554835501474,bottle_sketch_age5_cdm_run_v51554835501474.png,bottle,5,objects,2,1,3,1,0.14285714285714285,-0.8819222432205356,1
bottle_sketch_age5_cdm_run_v51554849956734,bottle_sketch_age5_cdm_run_v51554849956734.png,bottle,5,objects,2,0,2,0,0.43478260869565216,-0.5710107213149351,1
bottle_sketch_age5_cdm_run_v51555799536913,bottle_sketch_age5_cdm_run_v51555799536913.png,bottle,5,objects,1,0,1,1,0.5625,-0.4189249063068702,1
bottle_sketch_age5_cdm_run_v51556484185634,bottle_sketch_age5_cdm_run_v51556484185634.png,bottle,5,objects,3,0,6,1,0.6470588235294118,-0.8633308490568369,1
bottle_sketch_age5_cdm_run_v51556907810081,bottle_sketch_age5_cdm_run_v51556907810081.png,bottle,5,objects,1,0,1,0,0.5357142857142857,-0.8380075967594056,1
bottle_sketch_age5_cdm_run_v51557091067491,bottle_sketch_age5_cdm_run_v51557091067491.png,bottle,5,objects,1,1,3,0,0.6086956521739131,-1.1172408065765864,1
bottle_sketch_age5_cdm_run_v51557352287653,bottle_sketch_age5_cdm_run_v51557352287653.png,bottle,5,objects,1,1,17,0,0.2777777777777778,-1.2126541538872788,1
bottle_sketch_age5_cdm_run_v51557428324150,bottle_sketch_age5_cdm_run_v51557428324150.png,bottle,5,objects,2,0,2,0,0.48,-1.0541990191070225,1
bottle_sketch_age5_cdm_run_v51558219774217,bottle_sketch_age5_cdm_run_v51558219774217.png,bottle,5,objects,4,0,6,1,0.7391304347826086,-0.4435218670400425,1
bottle_sketch_age5_cdm_run_v51558476298638,bottle_sketch_age5_cdm_run_v51558476298638.png,bottle,5,objects,0,1,2,0,0.17647058823529413,-1.4279611022696326,1
bottle_sketch_age5_cdm_run_v51559942144578,bottle_sketch_age5_cdm_run_v51559942144578.png,bottle,5,objects,1,0,1,1,0.631578947368421,-0.6290477717601783,1
bottle_sketch_age5_cdm_run_v51560033984768,bottle_sketch_age5_cdm_run_v51560033984768.png,bottle,5,objects,2,0,2,0,0.34782608695652173,-0.6193715190486503,1
bottle_sketch_age5_cdm_run_v51560277341772,bottle_sketch_age5_cdm_run_v51560277341772.png,bottle,5,objects,0,1,1,0,0,-1.9405241473741364,1
bottle_sketch_age5_cdm_run_v51560290677705,bottle_sketch_age5_cdm_run_v51560290677705.png,bottle,5,objects,3,0,3,1,0.6052631578947368,-0.2261038279808776,1
bottle_sketch_age6_cdm_run_v51551379596662,bottle_sketch_age6_cdm_run_v51551379596662.png,bottle,6,objects,2,0,2,1,0.3157894736842105,-0.34654426772142105,1
bottle_sketch_age6_cdm_run_v51551567255389,bottle_sketch_age6_cdm_run_v51551567255389.png,bottle,6,objects,2,1,4,1,0.2,-0.5983795550116136,1
bottle_sketch_age6_cdm_run_v51551990331375,bottle_sketch_age6_cdm_run_v51551990331375.png,bottle,6,objects,2,1,8,0,0.23809523809523808,-1.1824287702334986,1
bottle_sketch_age6_cdm_run_v51553025646460,bottle_sketch_age6_cdm_run_v51553025646460.png,bottle,6,objects,3,0,5,1,0.8571428571428571,-0.321344512732652,1
bottle_sketch_age6_cdm_run_v51553286513982,bottle_sketch_age6_cdm_run_v51553286513982.png,bottle,6,objects,0,1,4,1,0.2222222222222222,-0.8988698750390208,1
bottle_sketch_age6_cdm_run_v51553364435865,bottle_sketch_age6_cdm_run_v51553364435865.png,bottle,6,objects,2,0,9,0,0.5483870967741935,-1.1062183976511863,1
bottle_sketch_age6_cdm_run_v51553374730811,bottle_sketch_age6_cdm_run_v51553374730811.png,bottle,6,objects,1,0,1,0,0.38461538461538464,-1.3695523336936932,1
bottle_sketch_age6_cdm_run_v51553455889555,bottle_sketch_age6_cdm_run_v51553455889555.png,bottle,6,objects,1,0,1,1,0.2777777777777778,-0.5756365949439843,1
bottle_sketch_age6_cdm_run_v51554059098969,bottle_sketch_age6_cdm_run_v51554059098969.png,bottle,6,objects,4,0,9,1,0.5925925925925926,-0.34423585348730046,1
bottle_sketch_age6_cdm_run_v51554400963895,bottle_sketch_age6_cdm_run_v51554400963895.png,bottle,6,objects,4,0,7,0,0.6842105263157895,-0.5612034880383361,1
bottle_sketch_age6_cdm_run_v51555095835260,bottle_sketch_age6_cdm_run_v51555095835260.png,bottle,6,objects,2,1,7,1,0,-0.524875409607581,1
bottle_sketch_age6_cdm_run_v51555525834818,bottle_sketch_age6_cdm_run_v51555525834818.png,bottle,6,objects,0,1,2,0,0.0625,-1.1837266376252535,1
bottle_sketch_age6_cdm_run_v51555613558665,bottle_sketch_age6_cdm_run_v51555613558665.png,bottle,6,objects,3,0,4,1,0.7142857142857143,-0.5748042541068871,1
bottle_sketch_age6_cdm_run_v51556234746121,bottle_sketch_age6_cdm_run_v51556234746121.png,bottle,6,objects,4,0,4,0,0.5,-0.6024173403982481,1
bottle_sketch_age6_cdm_run_v51557510900614,bottle_sketch_age6_cdm_run_v51557510900614.png,bottle,6,objects,3,0,3,1,0.5454545454545454,-0.46119666577298646,1
bottle_sketch_age6_cdm_run_v51558307607274,bottle_sketch_age6_cdm_run_v51558307607274.png,bottle,6,objects,2,0,2,1,0.8,-0.3343851908549347,1
bottle_sketch_age6_cdm_run_v51558817349546,bottle_sketch_age6_cdm_run_v51558817349546.png,bottle,6,objects,0,1,2,0,0.10714285714285714,-1.0746160702732368,1
bottle_sketch_age6_cdm_run_v51558983902788,bottle_sketch_age6_cdm_run_v51558983902788.png,bottle,6,objects,4,0,5,1,0.5,-0.29589874458409204,1
bottle_sketch_age6_cdm_run_v51558991863656,bottle_sketch_age6_cdm_run_v51558991863656.png,bottle,6,objects,3,0,3,0,0.16666666666666666,-1.0313842144419139,1
bottle_sketch_age6_cdm_run_v51559856610638,bottle_sketch_age6_cdm_run_v51559856610638.png,bottle,6,objects,0,1,7,0,0.21739130434782608,-1.2219490964692064,1
bottle_sketch_age6_cdm_run_v51560203356997,bottle_sketch_age6_cdm_run_v51560203356997.png,bottle,6,objects,0,1,3,0,0.045454545454545456,-1.113824205479085,1
bottle_sketch_age6_cdm_run_v51560363612381,bottle_sketch_age6_cdm_run_v51560363612381.png,bottle,6,objects,2,0,2,0,0.3076923076923077,-0.9653423744457882,1
bottle_sketch_age6_cdm_run_v51560462009068,bottle_sketch_age6_cdm_run_v51560462009068.png,bottle,6,objects,3,0,5,1,0.88,-0.7909155552537136,1
bottle_sketch_age6_cdm_run_v51560539054002,bottle_sketch_age6_cdm_run_v51560539054002.png,bottle,6,objects,0,1,6,1,0.24,-0.48282890808112217,1
bottle_sketch_age7_cdm_run_v51551381372446,bottle_sketch_age7_cdm_run_v51551381372446.png,bottle,7,objects,1,0,1,0,0.30434782608695654,-0.8258108271471988,1
bottle_sketch_age7_cdm_run_v51551384706708,bottle_sketch_age7_cdm_run_v51551384706708.png,bottle,7,objects,2,0,2,1,0.6666666666666666,-0.0354483987629291,1
bottle_sketch_age7_cdm_run_v51551562071311,bottle_sketch_age7_cdm_run_v51551562071311.png,bottle,7,objects,3,0,7,0,0.42105263157894735,-1.146429293196249,1
bottle_sketch_age7_cdm_run_v51551565688320,bottle_sketch_age7_cdm_run_v51551565688320.png,bottle,7,objects,2,0,3,1,0.65,-0.11600371500451265,1
bottle_sketch_age7_cdm_run_v51552858595252,bottle_sketch_age7_cdm_run_v51552858595252.png,bottle,7,objects,3,0,6,0,0.5384615384615384,-0.7828002284446562,1
bottle_sketch_age7_cdm_run_v51552862430569,bottle_sketch_age7_cdm_run_v51552862430569.png,bottle,7,objects,3,0,3,1,0.8666666666666667,-0.5103004791362443,1
bottle_sketch_age7_cdm_run_v51553374525535,bottle_sketch_age7_cdm_run_v51553374525535.png,bottle,7,objects,2,0,2,1,0.35,-0.62105424568559775,1
bottle_sketch_age7_cdm_run_v51553376068782,bottle_sketch_age7_cdm_run_v51553376068782.png,bottle,7,objects,3,1,23,0,0.391304347826087,-1.5261917818468227,1
bottle_sketch_age7_cdm_run_v51553717746402,bottle_sketch_age7_cdm_run_v51553717746402.png,bottle,7,objects,0,1,2,0,0.11764705882352941,-1.0653720951153443,1
bottle_sketch_age7_cdm_run_v51553880589226,bottle_sketch_age7_cdm_run_v51553880589226.png,bottle,7,objects,2,0,2,1,0.85,-0.4108351158726153,1
bottle_sketch_age7_cdm_run_v51554675414862,bottle_sketch_age7_cdm_run_v51554675414862.png,bottle,7,objects,0,1,4,0,0.06666666666666667,-1.240591354985827,1
bottle_sketch_age7_cdm_run_v51554920658699,bottle_sketch_age7_cdm_run_v51554920658699.png,bottle,7,objects,1,1,2,1,0.8846153846153846,-0.12435064767291898,1
bottle_sketch_age7_cdm_run_v51555524830250,bottle_sketch_age7_cdm_run_v51555524830250.png,bottle,7,objects,2,0,3,0,0.2777777777777778,-0.8324947102617023,1
bottle_sketch_age7_cdm_run_v51556405322669,bottle_sketch_age7_cdm_run_v51556405322669.png,bottle,7,objects,1,1,2,1,0.75,-0.44892609502495817,1
bottle_sketch_age7_cdm_run_v51556405603216,bottle_sketch_age7_cdm_run_v51556405603216.png,bottle,7,objects,4,0,4,1,0.7407407407407407,-0.7458807049556067,1
bottle_sketch_age7_cdm_run_v51558724765640,bottle_sketch_age7_cdm_run_v51558724765640.png,bottle,7,objects,2,0,2,0,0.28,-1.116772130497045,1
bottle_sketch_age7_cdm_run_v51558908235586,bottle_sketch_age7_cdm_run_v51558908235586.png,bottle,7,objects,4,0,4,0,0.7142857142857143,-0.7176369375657343,1
bottle_sketch_age7_cdm_run_v51558988885579,bottle_sketch_age7_cdm_run_v51558988885579.png,bottle,7,objects,1,0,1,1,0.42105263157894735,-0.3845655994070435,1
bottle_sketch_age7_cdm_run_v51559074038142,bottle_sketch_age7_cdm_run_v51559074038142.png,bottle,7,objects,4,0,4,1,0.6,-0.4177935579969767,1
bottle_sketch_age7_cdm_run_v51559590066947,bottle_sketch_age7_cdm_run_v51559590066947.png,bottle,7,objects,2,0,2,1,0.875,-0.19898331080523557,1
bottle_sketch_age7_cdm_run_v51559680762610,bottle_sketch_age7_cdm_run_v51559680762610.png,bottle,7,objects,3,0,4,1,0.5172413793103449,-0.2874732116748638,1
bottle_sketch_age7_cdm_run_v51559760362218,bottle_sketch_age7_cdm_run_v51559760362218.png,bottle,7,objects,2,1,3,0,0.21875,-1.0791525113737055,1
bottle_sketch_age7_cdm_run_v51560118443536,bottle_sketch_age7_cdm_run_v51560118443536.png,bottle,7,objects,1,0,1,0,0.5555555555555556,-1.1400047426793019,1
bottle_sketch_age8_cdm_run_v51551381627322,bottle_sketch_age8_cdm_run_v51551381627322.png,bottle,8,objects,0,1,6,0,0.32,-0.829185461226519,1
bottle_sketch_age8_cdm_run_v51551567992295,bottle_sketch_age8_cdm_run_v51551567992295.png,bottle,8,objects,3,1,7,1,0.8333333333333334,-0.6340935231741004,1
bottle_sketch_age8_cdm_run_v51551909728765,bottle_sketch_age8_cdm_run_v51551909728765.png,bottle,8,objects,1,0,1,0,0.5789473684210527,-0.9357343101864359,1
bottle_sketch_age8_cdm_run_v51552080524544,bottle_sketch_age8_cdm_run_v51552080524544.png,bottle,8,objects,3,1,4,1,0.8,-0.3663906420986301,1
bottle_sketch_age8_cdm_run_v51553633295766,bottle_sketch_age8_cdm_run_v51553633295766.png,bottle,8,objects,0,1,1,0,0.038461538461538464,-1.7442116326158739,1
bottle_sketch_age8_cdm_run_v51553885548026,bottle_sketch_age8_cdm_run_v51553885548026.png,bottle,8,objects,5,0,7,1,0.8181818181818182,0.16749799701980797,1
bottle_sketch_age8_cdm_run_v51553893238574,bottle_sketch_age8_cdm_run_v51553893238574.png,bottle,8,objects,2,0,4,1,0.92,-0.41065761752620367,1
bottle_sketch_age8_cdm_run_v51554244662859,bottle_sketch_age8_cdm_run_v51554244662859.png,bottle,8,objects,4,1,6,1,0.48,-0.7894835605231744,1
bottle_sketch_age8_cdm_run_v51554592091500,bottle_sketch_age8_cdm_run_v51554592091500.png,bottle,8,objects,4,0,4,1,0.8125,-0.3355856734723745,1
bottle_sketch_age8_cdm_run_v51554842978180,bottle_sketch_age8_cdm_run_v51554842978180.png,bottle,8,objects,3,0,3,1,0.32,-0.4589047165647767,1
bottle_sketch_age8_cdm_run_v51555537028415,bottle_sketch_age8_cdm_run_v51555537028415.png,bottle,8,objects,3,0,3,0,0.23529411764705882,-0.5394933580121564,1
bottle_sketch_age8_cdm_run_v51556320084108,bottle_sketch_age8_cdm_run_v51556320084108.png,bottle,8,objects,3,0,4,0,0.44,-0.6084443886897347,1
bottle_sketch_age8_cdm_run_v51556398345936,bottle_sketch_age8_cdm_run_v51556398345936.png,bottle,8,objects,3,0,5,1,0.8461538461538461,-0.36364715469455855,1
bottle_sketch_age8_cdm_run_v51557003502778,bottle_sketch_age8_cdm_run_v51557003502778.png,bottle,8,objects,3,0,3,1,0.37037037037037035,-0.26961595008354744,1
bottle_sketch_age8_cdm_run_v51558037997656,bottle_sketch_age8_cdm_run_v51558037997656.png,bottle,8,objects,0,1,3,0,0.2857142857142857,-0.734610120372082,1
bottle_sketch_age8_cdm_run_v51559330598410,bottle_sketch_age8_cdm_run_v51559330598410.png,bottle,8,objects,2,0,2,0,0.7619047619047619,-0.8751512522751722,1
bottle_sketch_age8_cdm_run_v51559331520095,bottle_sketch_age8_cdm_run_v51559331520095.png,bottle,8,objects,3,1,11,1,0.4444444444444444,-0.35365604920286037,1
bottle_sketch_age8_cdm_run_v51559930598927,bottle_sketch_age8_cdm_run_v51559930598927.png,bottle,8,objects,4,0,4,1,0.9090909090909091,-0.5066005605483448,1
bottle_sketch_age8_cdm_run_v51560111154330,bottle_sketch_age8_cdm_run_v51560111154330.png,bottle,8,objects,3,1,5,0,0.6538461538461539,-0.8743621245521704,1
bottle_sketch_age8_cdm_run_v51560112994686,bottle_sketch_age8_cdm_run_v51560112994686.png,bottle,8,objects,3,0,5,0,0.3157894736842105,-0.6840111814896439,1
bottle_sketch_age8_cdm_run_v51560538640461,bottle_sketch_age8_cdm_run_v51560538640461.png,bottle,8,objects,2,0,4,1,0.8709677419354839,-0.04993078378174171,1
camel_sketch_age4_cdm_run_v51551656074208,camel_sketch_age4_cdm_run_v51551656074208.png,camel,4,big_animals,2,1,5,0,0.17647058823529413,-1.2467658087940827,1
camel_sketch_age4_cdm_run_v51551907400014,camel_sketch_age4_cdm_run_v51551907400014.png,camel,4,big_animals,3,1,15,0,0.5555555555555556,-1.1158135183025164,1
camel_sketch_age4_cdm_run_v51552075398727,camel_sketch_age4_cdm_run_v51552075398727.png,camel,4,big_animals,0,1,1,0,0.2,-1.4798836298307505,1
camel_sketch_age4_cdm_run_v51552173092443,camel_sketch_age4_cdm_run_v51552173092443.png,camel,4,big_animals,0,1,1,1,0.1111111111111111,-0.8216026067712756,1
camel_sketch_age4_cdm_run_v51552256728578,camel_sketch_age4_cdm_run_v51552256728578.png,camel,4,big_animals,0,1,1,1,0.375,-0.4135618500520375,1
camel_sketch_age4_cdm_run_v51553813112389,camel_sketch_age4_cdm_run_v51553813112389.png,camel,4,big_animals,3,0,5,0,0.18181818181818182,-0.8299312952621316,1
camel_sketch_age4_cdm_run_v51553985292374,camel_sketch_age4_cdm_run_v51553985292374.png,camel,4,big_animals,3,0,6,1,0.21428571428571427,-0.5630140564807922,1
camel_sketch_age4_cdm_run_v51554235948981,camel_sketch_age4_cdm_run_v51554235948981.png,camel,4,big_animals,3,0,3,1,0.4,-0.2757637825885598,1
camel_sketch_age4_cdm_run_v51554414374863,camel_sketch_age4_cdm_run_v51554414374863.png,camel,4,big_animals,6,0,8,1,0.36363636363636365,-0.36135162390346826,1
camel_sketch_age4_cdm_run_v51554493525362,camel_sketch_age4_cdm_run_v51554493525362.png,camel,4,big_animals,1,0,1,0,0.18181818181818182,-1.1860512675858976,1
camel_sketch_age4_cdm_run_v51555802250627,camel_sketch_age4_cdm_run_v51555802250627.png,camel,4,big_animals,4,0,6,0,0.09090909090909091,-1.8653521645769977,1
camel_sketch_age4_cdm_run_v51556049882118,camel_sketch_age4_cdm_run_v51556049882118.png,camel,4,big_animals,7,1,8,0,0.5833333333333334,-0.7717387550901053,1
camel_sketch_age4_cdm_run_v51556229216999,camel_sketch_age4_cdm_run_v51556229216999.png,camel,4,big_animals,3,0,7,1,0.8,-0.07682256718916781,1
camel_sketch_age4_cdm_run_v51556313888656,camel_sketch_age4_cdm_run_v51556313888656.png,camel,4,big_animals,0,1,3,0,0,-0.8523807614093937,1
camel_sketch_age4_cdm_run_v51557010277935,camel_sketch_age4_cdm_run_v51557010277935.png,camel,4,big_animals,0,1,7,1,0.14285714285714285,-0.3859965235319559,1
camel_sketch_age4_cdm_run_v51557607263137,camel_sketch_age4_cdm_run_v51557607263137.png,camel,4,big_animals,2,0,5,0,0.1,-1.3559351073192807,1
camel_sketch_age4_cdm_run_v51557614837755,camel_sketch_age4_cdm_run_v51557614837755.png,camel,4,big_animals,0,1,5,0,0.1,-1.3946075927683832,1
camel_sketch_age4_cdm_run_v51557859242629,camel_sketch_age4_cdm_run_v51557859242629.png,camel,4,big_animals,1,1,3,1,0.5,-0.571787436999624,1
camel_sketch_age4_cdm_run_v51557953002522,camel_sketch_age4_cdm_run_v51557953002522.png,camel,4,big_animals,2,1,12,0,0.125,-1.050110175247338,1
camel_sketch_age4_cdm_run_v51558036849512,camel_sketch_age4_cdm_run_v51558036849512.png,camel,4,big_animals,3,0,6,0,0.2857142857142857,-0.6393863255889652,1
camel_sketch_age4_cdm_run_v51558042718978,camel_sketch_age4_cdm_run_v51558042718978.png,camel,4,big_animals,8,1,18,0,0.6153846153846154,-1.342469434703347,1
camel_sketch_age4_cdm_run_v51558209780052,camel_sketch_age4_cdm_run_v51558209780052.png,camel,4,big_animals,4,0,4,1,0.3076923076923077,-0.757359868688596,1
camel_sketch_age4_cdm_run_v51558817691118,camel_sketch_age4_cdm_run_v51558817691118.png,camel,4,big_animals,0,1,6,0,0.14285714285714285,-2.1275791781082556,1
camel_sketch_age4_cdm_run_v51558914501030,camel_sketch_age4_cdm_run_v51558914501030.png,camel,4,big_animals,3,0,6,1,1,-0.12642963454280834,1
camel_sketch_age4_cdm_run_v51558914810301,camel_sketch_age4_cdm_run_v51558914810301.png,camel,4,big_animals,3,0,6,1,0.5,-0.5932575598242247,1
camel_sketch_age4_cdm_run_v51558987681712,camel_sketch_age4_cdm_run_v51558987681712.png,camel,4,big_animals,6,1,10,0,0.8235294117647058,-1.2342483179637502,1
camel_sketch_age4_cdm_run_v51558989084155,camel_sketch_age4_cdm_run_v51558989084155.png,camel,4,big_animals,2,0,5,1,0.4166666666666667,-0.9076137732352013,1
camel_sketch_age4_cdm_run_v51558998501967,camel_sketch_age4_cdm_run_v51558998501967.png,camel,4,big_animals,0,1,1,0,0.3333333333333333,-0.7883321722032456,1
camel_sketch_age4_cdm_run_v51560019548657,camel_sketch_age4_cdm_run_v51560019548657.png,camel,4,big_animals,5,1,12,0,0.1111111111111111,-2.3152563423470762,1
camel_sketch_age5_cdm_run_v51551556804099,camel_sketch_age5_cdm_run_v51551556804099.png,camel,5,big_animals,4,0,5,1,0.75,-0.04226153757673731,1
camel_sketch_age5_cdm_run_v51551572317881,camel_sketch_age5_cdm_run_v51551572317881.png,camel,5,big_animals,3,0,9,0,0.1,-1.0655476585946473,1
camel_sketch_age5_cdm_run_v51552252149424,camel_sketch_age5_cdm_run_v51552252149424.png,camel,5,big_animals,0,1,2,1,0.25,-0.7608962757013775,1
camel_sketch_age5_cdm_run_v51552260590539,camel_sketch_age5_cdm_run_v51552260590539.png,camel,5,big_animals,5,0,11,0,0.5384615384615384,-1.0987329966487944,1
camel_sketch_age5_cdm_run_v51552507978393,camel_sketch_age5_cdm_run_v51552507978393.png,camel,5,big_animals,6,0,7,1,0.6363636363636364,-0.6370784829832529,1
camel_sketch_age5_cdm_run_v51552594612798,camel_sketch_age5_cdm_run_v51552594612798.png,camel,5,big_animals,6,0,7,1,0.5555555555555556,-0.33089558729158064,1
camel_sketch_age5_cdm_run_v51554405023301,camel_sketch_age5_cdm_run_v51554405023301.png,camel,5,big_animals,2,0,9,0,0.36363636363636365,-1.162858699379186,1
camel_sketch_age5_cdm_run_v51554587161548,camel_sketch_age5_cdm_run_v51554587161548.png,camel,5,big_animals,8,1,11,0,0.6428571428571429,-0.8719867360333036,1
camel_sketch_age5_cdm_run_v51554677878479,camel_sketch_age5_cdm_run_v51554677878479.png,camel,5,big_animals,4,0,4,1,0.6363636363636364,-0.48312341168179274,1
camel_sketch_age5_cdm_run_v51554835501474,camel_sketch_age5_cdm_run_v51554835501474.png,camel,5,big_animals,6,0,9,0,0.5833333333333334,-1.080380446903398,1
camel_sketch_age5_cdm_run_v51555011611363,camel_sketch_age5_cdm_run_v51555011611363.png,camel,5,big_animals,5,0,5,1,0.6666666666666666,0.34963889546264637,1
camel_sketch_age5_cdm_run_v51555526146534,camel_sketch_age5_cdm_run_v51555526146534.png,camel,5,big_animals,1,0,2,0,0.14285714285714285,-1.7809618259335962,1
camel_sketch_age5_cdm_run_v51555803545159,camel_sketch_age5_cdm_run_v51555803545159.png,camel,5,big_animals,2,0,2,0,0.06666666666666667,-1.5792687322127266,1
camel_sketch_age5_cdm_run_v51556312047811,camel_sketch_age5_cdm_run_v51556312047811.png,camel,5,big_animals,3,0,3,0,0.08333333333333333,-0.8922701930424525,1
camel_sketch_age5_cdm_run_v51556396849809,camel_sketch_age5_cdm_run_v51556396849809.png,camel,5,big_animals,3,0,8,1,0.5714285714285714,-0.5538683461174885,1
camel_sketch_age5_cdm_run_v51556491069451,camel_sketch_age5_cdm_run_v51556491069451.png,camel,5,big_animals,7,1,12,0,0.16666666666666666,-1.2885018588358788,1
camel_sketch_age5_cdm_run_v51556654301331,camel_sketch_age5_cdm_run_v51556654301331.png,camel,5,big_animals,5,0,5,1,0.4,-0.21989996199324743,1
camel_sketch_age5_cdm_run_v51557002325625,camel_sketch_age5_cdm_run_v51557002325625.png,camel,5,big_animals,4,0,5,1,0.7,-0.46991198381828425,1
camel_sketch_age5_cdm_run_v51557091648486,camel_sketch_age5_cdm_run_v51557091648486.png,camel,5,big_animals,5,0,7,1,0.6666666666666666,-0.6357010391152551,1
camel_sketch_age5_cdm_run_v51557428324150,camel_sketch_age5_cdm_run_v51557428324150.png,camel,5,big_animals,1,0,1,0,0.36363636363636365,-0.7329180483238602,1
camel_sketch_age5_cdm_run_v51558219774217,camel_sketch_age5_cdm_run_v51558219774217.png,camel,5,big_animals,4,1,7,1,0.8461538461538461,-0.3676448787144034,1
camel_sketch_age5_cdm_run_v51558221797714,camel_sketch_age5_cdm_run_v51558221797714.png,camel,5,big_animals,1,0,1,1,0.5,-0.7855122043343098,1
camel_sketch_age5_cdm_run_v51558300363058,camel_sketch_age5_cdm_run_v51558300363058.png,camel,5,big_animals,1,1,3,0,0.14285714285714285,-0.8053211938637677,1
camel_sketch_age5_cdm_run_v51558637193618,camel_sketch_age5_cdm_run_v51558637193618.png,camel,5,big_animals,7,0,9,0,0.23076923076923078,-0.9081738420889492,1
camel_sketch_age5_cdm_run_v51558902526791,camel_sketch_age5_cdm_run_v51558902526791.png,camel,5,big_animals,5,0,5,1,0.7058823529411765,-0.38858125970433616,1
camel_sketch_age5_cdm_run_v51558993310508,camel_sketch_age5_cdm_run_v51558993310508.png,camel,5,big_animals,7,0,11,1,0.3333333333333333,-0.6607321888200308,1
camel_sketch_age5_cdm_run_v51559851850227,camel_sketch_age5_cdm_run_v51559851850227.png,camel,5,big_animals,5,0,8,0,0.6666666666666666,-1.3445967222365172,1
camel_sketch_age5_cdm_run_v51559857465198,camel_sketch_age5_cdm_run_v51559857465198.png,camel,5,big_animals,1,0,1,1,0.7,-0.4053044504866931,1
camel_sketch_age5_cdm_run_v51560024735522,camel_sketch_age5_cdm_run_v51560024735522.png,camel,5,big_animals,0,1,2,0,0.21428571428571427,-0.617077394815443,1
camel_sketch_age5_cdm_run_v51560452337782,camel_sketch_age5_cdm_run_v51560452337782.png,camel,5,big_animals,6,0,7,0,0.7333333333333333,-0.6150140858816872,1
camel_sketch_age6_cdm_run_v51551379596662,camel_sketch_age6_cdm_run_v51551379596662.png,camel,6,big_animals,0,1,4,0,0.09090909090909091,-1.2911694358486991,1
camel_sketch_age6_cdm_run_v51551468269961,camel_sketch_age6_cdm_run_v51551468269961.png,camel,6,big_animals,6,0,7,1,0.6,0.17058663257712714,1
camel_sketch_age6_cdm_run_v51551552197067,camel_sketch_age6_cdm_run_v51551552197067.png,camel,6,big_animals,6,1,9,1,0.5333333333333333,-0.51860970168689,1
camel_sketch_age6_cdm_run_v51551567255389,camel_sketch_age6_cdm_run_v51551567255389.png,camel,6,big_animals,9,0,10,0,0.3333333333333333,-0.688723726917594,1
camel_sketch_age6_cdm_run_v51551900493769,camel_sketch_age6_cdm_run_v51551900493769.png,camel,6,big_animals,5,1,10,0,0,-1.8517555178625602,1
camel_sketch_age6_cdm_run_v51552073880256,camel_sketch_age6_cdm_run_v51552073880256.png,camel,6,big_animals,7,0,8,0,0.625,-1.4133626154298122,1
camel_sketch_age6_cdm_run_v51552684432304,camel_sketch_age6_cdm_run_v51552684432304.png,camel,6,big_animals,2,1,5,1,0.4166666666666667,-0.3759992179805055,1
camel_sketch_age6_cdm_run_v51553033163329,camel_sketch_age6_cdm_run_v51553033163329.png,camel,6,big_animals,6,0,10,0,0.4,-1.0574992719601006,1
camel_sketch_age6_cdm_run_v51553200027440,camel_sketch_age6_cdm_run_v51553200027440.png,camel,6,big_animals,6,0,8,1,0.42857142857142855,-0.35699191813081493,1
camel_sketch_age6_cdm_run_v51553277873742,camel_sketch_age6_cdm_run_v51553277873742.png,camel,6,big_animals,1,0,1,1,0.8461538461538461,0.21200612084117862,1
camel_sketch_age6_cdm_run_v51553374730811,camel_sketch_age6_cdm_run_v51553374730811.png,camel,6,big_animals,4,0,4,1,0.16666666666666666,-0.2325744876236224,1
camel_sketch_age6_cdm_run_v51553380969883,camel_sketch_age6_cdm_run_v51553380969883.png,camel,6,big_animals,4,0,9,1,0.3076923076923077,-0.5948030434860085,1
camel_sketch_age6_cdm_run_v51554059098969,camel_sketch_age6_cdm_run_v51554059098969.png,camel,6,big_animals,7,1,8,1,0.6923076923076923,-0.6690246944732724,1
camel_sketch_age6_cdm_run_v51554399432613,camel_sketch_age6_cdm_run_v51554399432613.png,camel,6,big_animals,2,0,2,1,0.3,-0.5612251633769194,1
camel_sketch_age6_cdm_run_v51554575992623,camel_sketch_age6_cdm_run_v51554575992623.png,camel,6,big_animals,4,1,28,0,0,-1.0843675168697413,1
camel_sketch_age6_cdm_run_v51554837232334,camel_sketch_age6_cdm_run_v51554837232334.png,camel,6,big_animals,4,0,6,1,0.9285714285714286,-0.4998035263609999,1
camel_sketch_age6_cdm_run_v51555446459677,camel_sketch_age6_cdm_run_v51555446459677.png,camel,6,big_animals,5,0,9,0,0.24,-1.986466090549661,1
camel_sketch_age6_cdm_run_v51556750335661,camel_sketch_age6_cdm_run_v51556750335661.png,camel,6,big_animals,8,0,12,0,0.5714285714285714,-0.8582164865432542,1
camel_sketch_age6_cdm_run_v51557082087084,camel_sketch_age6_cdm_run_v51557082087084.png,camel,6,big_animals,4,1,15,0,0.5833333333333334,-1.2996418267149306,1
